NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REACTOME_RET_SIGNALING	40		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	41		Rejected!	
REACTOME_TBC_RABGAPS	44		Rejected!	
REACTOME_AURKA_ACTIVATION_BY_TPX2	72		Rejected!	
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	26		Rejected!	
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134		Rejected!	
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	105		Rejected!	
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	145		Rejected!	
REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION	6		Rejected!	
REACTOME_DEREGULATED_CDK5_TRIGGERS_MULTIPLE_NEURODEGENERATIVE_PATHWAYS_IN_ALZHEIMER_S_DISEASE_MODELS	22		Rejected!	
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING	29		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	38		Rejected!	
REACTOME_MET_ACTIVATES_PTPN11	5		Rejected!	
REACTOME_REELIN_SIGNALLING_PATHWAY	5		Rejected!	
REACTOME_VLDL_ASSEMBLY	5		Rejected!	
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	12		Rejected!	
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	30		Rejected!	
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	59		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	10		Rejected!	
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	12		Rejected!	
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	15		Rejected!	
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS	5		Rejected!	
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION	12		Rejected!	
REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION	5		Rejected!	
REACTOME_RAB_GERANYLGERANYLATION	65		Rejected!	
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	30		Rejected!	
REACTOME_CREB3_FACTORS_ACTIVATE_GENES	9		Rejected!	
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL	15		Rejected!	
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	5		Rejected!	
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	11		Rejected!	
REACTOME_MET_RECEPTOR_RECYCLING	10		Rejected!	
REACTOME_MET_PROMOTES_CELL_MOTILITY	41		Rejected!	
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	90		Rejected!	
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	20		Rejected!	
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	9		Rejected!	
REACTOME_PROTEIN_METHYLATION	17		Rejected!	
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	10		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	96		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	120		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	239		Rejected!	
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	19		Rejected!	
REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION	6		Rejected!	
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	17		Rejected!	
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY	11		Rejected!	
REACTOME_DIGESTION	23		Rejected!	
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	5		Rejected!	
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	98		Rejected!	
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING	8		Rejected!	
REACTOME_ESR_MEDIATED_SIGNALING	221		Rejected!	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	130		Rejected!	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	8		Rejected!	
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	37		Rejected!	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING	6		Rejected!	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	7		Rejected!	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	5		Rejected!	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING	6		Rejected!	
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	73		Rejected!	
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	24		Rejected!	
REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	5		Rejected!	
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	31		Rejected!	
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	8		Rejected!	
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION	7		Rejected!	
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	14		Rejected!	
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	55		Rejected!	
REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION	9		Rejected!	
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	61		Rejected!	
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	44		Rejected!	
REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION	8		Rejected!	
REACTOME_REGULATION_OF_PTEN_LOCALIZATION	9		Rejected!	
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	69		Rejected!	
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	23		Rejected!	
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION	6		Rejected!	
REACTOME_CRISTAE_FORMATION	31		Rejected!	
REACTOME_PROCESSING_OF_SMDT1	16		Rejected!	
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	38		Rejected!	
REACTOME_RUNX3_REGULATES_WNT_SIGNALING	8		Rejected!	
REACTOME_NEDDYLATION	234	15		
REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	8		Rejected!	
REACTOME_RUNX3_REGULATES_P14_ARF	10		Rejected!	
REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION	5		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	34		Rejected!	
REACTOME_METABOLISM_OF_RNA	672	20		
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	706	26		
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	46		Rejected!	
REACTOME_NUCLEOBASE_CATABOLISM	35		Rejected!	
REACTOME_NUCLEOBASE_BIOSYNTHESIS	15		Rejected!	
REACTOME_NUCLEOTIDE_SALVAGE	23		Rejected!	
REACTOME_METABOLISM_OF_STEROIDS	151		Rejected!	
REACTOME_INTESTINAL_ABSORPTION	5		Rejected!	
REACTOME_TYROSINE_CATABOLISM	5		Rejected!	
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	11		Rejected!	
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	11		Rejected!	
REACTOME_DIGESTION_AND_ABSORPTION	28		Rejected!	
REACTOME_CHYLOMICRON_ASSEMBLY	10		Rejected!	
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	19		Rejected!	
REACTOME_HDL_ASSEMBLY	8		Rejected!	
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	19		Rejected!	
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	32		Rejected!	
REACTOME_CHYLOMICRON_REMODELING	10		Rejected!	
REACTOME_HDL_CLEARANCE	5		Rejected!	
REACTOME_CHYLOMICRON_CLEARANCE	5		Rejected!	
REACTOME_LDL_CLEARANCE	19		Rejected!	
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	33		Rejected!	
REACTOME_VLDL_CLEARANCE	6		Rejected!	
REACTOME_HDL_REMODELING	10		Rejected!	
REACTOME_PHENYLALANINE_METABOLISM	6		Rejected!	
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	14		Rejected!	
REACTOME_LIPID_PARTICLE_ORGANIZATION	6		Rejected!	
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	20		Rejected!	
REACTOME_FATTY_ACID_METABOLISM	177		Rejected!	
REACTOME_METABOLISM_OF_COFACTORS	19		Rejected!	
REACTOME_TRIGLYCERIDE_METABOLISM	38		Rejected!	
REACTOME_RHOA_GTPASE_CYCLE	149		Rejected!	
REACTOME_GLYCOGEN_METABOLISM	27		Rejected!	
REACTOME_INTERLEUKIN_15_SIGNALING	14		Rejected!	
REACTOME_OAS_ANTIVIRAL_RESPONSE	9		Rejected!	
REACTOME_INTERLEUKIN_35_SIGNALLING	12		Rejected!	
REACTOME_INTERLEUKIN_9_SIGNALING	9		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	63		Rejected!	
REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME	13		Rejected!	
REACTOME_SIGNALING_BY_NTRK2_TRKB	25		Rejected!	
REACTOME_SIGNALING_BY_ERYTHROPOIETIN	25		Rejected!	
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	307		Rejected!	
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	297		Rejected!	
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	504	18		
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	102		Rejected!	
REACTOME_RAB_REGULATION_OF_TRAFFICKING	122		Rejected!	
REACTOME_INTERLEUKIN_37_SIGNALING	21		Rejected!	
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	75		Rejected!	
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	21		Rejected!	
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	26		Rejected!	
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172		Rejected!	
REACTOME_ROBO_RECEPTORS_BIND_AKAP5	9		Rejected!	
REACTOME_INTERLEUKIN_18_SIGNALING	8		Rejected!	
REACTOME_SIGNALING_BY_NOTCH3	49		Rejected!	
REACTOME_RHO_GTPASE_CYCLE	444	16		
REACTOME_RHOB_GTPASE_CYCLE	70		Rejected!	
REACTOME_RHOC_GTPASE_CYCLE	74		Rejected!	
REACTOME_CDC42_GTPASE_CYCLE	159		Rejected!	
REACTOME_RAC1_GTPASE_CYCLE	184		Rejected!	
REACTOME_RAC2_GTPASE_CYCLE	88		Rejected!	
REACTOME_RHOD_GTPASE_CYCLE	51		Rejected!	
REACTOME_RHOQ_GTPASE_CYCLE	59		Rejected!	
REACTOME_RHOH_GTPASE_CYCLE	37		Rejected!	
REACTOME_RHOG_GTPASE_CYCLE	74		Rejected!	
REACTOME_RHOJ_GTPASE_CYCLE	55		Rejected!	
REACTOME_RHOBTB2_GTPASE_CYCLE	23		Rejected!	
REACTOME_RHOU_GTPASE_CYCLE	34		Rejected!	
REACTOME_RHOBTB1_GTPASE_CYCLE	23		Rejected!	
REACTOME_RAC3_GTPASE_CYCLE	94		Rejected!	
REACTOME_RHOV_GTPASE_CYCLE	33		Rejected!	
REACTOME_RHOT1_GTPASE_CYCLE	5		Rejected!	
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	25		Rejected!	
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	25		Rejected!	
REACTOME_SIGNALING_BY_NOTCH4	82		Rejected!	
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	20		Rejected!	
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	11		Rejected!	
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	6		Rejected!	
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	12		Rejected!	
REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX	11		Rejected!	
REACTOME_INTERLEUKIN_36_PATHWAY	7		Rejected!	
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	8		Rejected!	
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	150		Rejected!	
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS	19		Rejected!	
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS	6		Rejected!	
REACTOME_BIOSYNTHESIS_OF_MARESINS	8		Rejected!	
REACTOME_INTERLEUKIN_2_SIGNALING	12		Rejected!	
REACTOME_INTERLEUKIN_12_SIGNALING	47		Rejected!	
REACTOME_INTERLEUKIN_1_SIGNALING	102		Rejected!	
REACTOME_INTERLEUKIN_23_SIGNALING	9		Rejected!	
REACTOME_INTERLEUKIN_27_SIGNALING	11		Rejected!	
REACTOME_INTERLEUKIN_21_SIGNALING	10		Rejected!	
REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX	7		Rejected!	
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY	32		Rejected!	
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	18		Rejected!	
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS	8		Rejected!	
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS	5		Rejected!	
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	47		Rejected!	
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS	9		Rejected!	
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	12		Rejected!	
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG	7		Rejected!	
REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5	7		Rejected!	
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS	14		Rejected!	
REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS	6		Rejected!	
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K	7		Rejected!	
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	11		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	9		Rejected!	
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	37		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE	5		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE	5		Rejected!	
REACTOME_NGF_STIMULATED_TRANSCRIPTION	39		Rejected!	
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN	7		Rejected!	
REACTOME_NTRK2_ACTIVATES_RAC1	5		Rejected!	
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5	6		Rejected!	
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	63		Rejected!	
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS	7		Rejected!	
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	21		Rejected!	
REACTOME_SIGNALING_BY_NTRK3_TRKC	17		Rejected!	
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS	8		Rejected!	
REACTOME_RHOF_GTPASE_CYCLE	42		Rejected!	
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	73		Rejected!	
REACTOME_MEIOTIC_RECOMBINATION	87		Rejected!	
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	27		Rejected!	
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	22		Rejected!	
REACTOME_REGULATION_OF_IFNA_SIGNALING	26		Rejected!	
REACTOME_INTERFERON_SIGNALING	203		Rejected!	
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	62		Rejected!	
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	31		Rejected!	
REACTOME_IRON_UPTAKE_AND_TRANSPORT	58		Rejected!	
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	31		Rejected!	
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	14		Rejected!	
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	116		Rejected!	
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	29		Rejected!	
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	24		Rejected!	
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	12		Rejected!	
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	34		Rejected!	
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	55		Rejected!	
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	17		Rejected!	
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	14		Rejected!	
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	23		Rejected!	
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	10		Rejected!	
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	16		Rejected!	
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	6		Rejected!	
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	186		Rejected!	
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K	6		Rejected!	
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	20		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	54		Rejected!	
REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR	5		Rejected!	
REACTOME_FLT3_SIGNALING	38		Rejected!	
REACTOME_PROTEIN_LOCALIZATION	164		Rejected!	
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE	22		Rejected!	
REACTOME_HCMV_INFECTION	162		Rejected!	
REACTOME_HCMV_EARLY_EVENTS	138		Rejected!	
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	44		Rejected!	
REACTOME_HCMV_LATE_EVENTS	116		Rejected!	
REACTOME_AUTOPHAGY	151		Rejected!	
REACTOME_LIPOPHAGY	9		Rejected!	
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	22		Rejected!	
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	66		Rejected!	
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	12		Rejected!	
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	16		Rejected!	
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	30		Rejected!	
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY	34		Rejected!	
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	27		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	90		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	21		Rejected!	
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	10		Rejected!	
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	17		Rejected!	
REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS	7		Rejected!	
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	29		Rejected!	
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	29		Rejected!	
REACTOME_LONG_TERM_POTENTIATION	23		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	9		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS	5		Rejected!	
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102		Rejected!	
REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2	11		Rejected!	
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	12		Rejected!	
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	6		Rejected!	
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	24		Rejected!	
REACTOME_SUPPRESSION_OF_APOPTOSIS	7		Rejected!	
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	27		Rejected!	
REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION	9		Rejected!	
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM	7		Rejected!	
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION	13		Rejected!	
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS	23		Rejected!	
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	55		Rejected!	
REACTOME_STAT5_ACTIVATION	7		Rejected!	
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY	11		Rejected!	
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	102		Rejected!	
REACTOME_AGGREPHAGY	44		Rejected!	
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI	5		Rejected!	
REACTOME_RAS_PROCESSING	24		Rejected!	
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY	15		Rejected!	
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS	16		Rejected!	
REACTOME_SIGNALING_BY_MAPK_MUTANTS	7		Rejected!	
REACTOME_LEISHMANIA_INFECTION	308		Rejected!	
REACTOME_SENSORY_PROCESSING_OF_SOUND	77		Rejected!	
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	17		Rejected!	
REACTOME_SIGNALING_BY_MRAS_COMPLEX_MUTANTS	8		Rejected!	
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	133		Rejected!	
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION	26		Rejected!	
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A	7		Rejected!	
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA	55		Rejected!	
REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE	9		Rejected!	
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	223		Rejected!	
REACTOME_SELECTIVE_AUTOPHAGY	82		Rejected!	
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	95		Rejected!	
REACTOME_PARASITE_INFECTION	116		Rejected!	
REACTOME_KILLING_MECHANISMS	12		Rejected!	
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION	7		Rejected!	
REACTOME_PEXOPHAGY	11		Rejected!	
REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS	16		Rejected!	
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS	5		Rejected!	
REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B	9		Rejected!	
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	32		Rejected!	
REACTOME_SIGNALING_BY_KIT_IN_DISEASE	20		Rejected!	
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	68		Rejected!	
REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE	20		Rejected!	
REACTOME_DEFECTIVE_F9_ACTIVATION	6		Rejected!	
REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS	12		Rejected!	
REACTOME_SIGNALING_BY_MEMBRANE_TETHERED_FUSIONS_OF_PDGFRA_OR_PDGFRB	5		Rejected!	
REACTOME_SIGNALING_BY_CSF3_G_CSF	30		Rejected!	
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	25		
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	38		Rejected!	
REACTOME_DISEASES_OF_DNA_REPAIR	12		Rejected!	
REACTOME_SARS_COV_1_INFECTION	50		Rejected!	
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	81		Rejected!	
